Area_Name	Year	Group_Name	Cases_Convicted	Cases_Reported
Andhra Pradesh	2006	Importation of Girls	0	0
Arunachal Pradesh	2006	Importation of Girls	0	0
Assam	2006	Importation of Girls	0	0
Bihar	2006	Importation of Girls	8	42
Chandigarh	2006	Importation of Girls	0	0
Chhattisgarh	2006	Importation of Girls	0	1
Dadra & Nagar Haveli	2006	Importation of Girls	0	0
Daman & Diu	2006	Importation of Girls	0	0
Delhi	2006	Importation of Girls	0	0
Goa	2006	Importation of Girls	0	0
Gujarat	2006	Importation of Girls	0	0
Haryana	2006	Importation of Girls	0	0
Himachal Pradesh	2006	Importation of Girls	0	0
Jammu & Kashmir	2006	Importation of Girls	0	0
Jharkhand	2006	Importation of Girls	0	5
Karnataka	2006	Importation of Girls	0	0
Kerala	2006	Importation of Girls	0	0
Lakshadweep	2006	Importation of Girls	0	0
Madhya Pradesh	2006	Importation of Girls	1	0
Maharashtra	2006	Importation of Girls	0	1
Manipur	2006	Importation of Girls	0	0
Meghalaya	2006	Importation of Girls	0	0
Mizoram	2006	Importation of Girls	0	0
Nagaland	2006	Importation of Girls	0	0
Odisha	2006	Importation of Girls	0	12
Puducherry	2006	Importation of Girls	0	0
Punjab	2006	Importation of Girls	0	2
Rajasthan	2006	Importation of Girls	0	3
Sikkim	2006	Importation of Girls	0	0
Tamil Nadu	2006	Importation of Girls	0	0
Tripura	2006	Importation of Girls	0	0
Uttar Pradesh	2006	Importation of Girls	0	0
Uttarakhand	2006	Importation of Girls	0	0
West Bengal	2006	Importation of Girls	1	1
Andaman & Nicobar Islands	2007	Importation of Girls	0	0
Andhra Pradesh	2007	Importation of Girls	0	0
Arunachal Pradesh	2007	Importation of Girls	0	0
Assam	2007	Importation of Girls	0	0
Bihar	2007	Importation of Girls	5	56
Chandigarh	2007	Importation of Girls	0	0
Chhattisgarh	2007	Importation of Girls	0	0
Dadra & Nagar Haveli	2007	Importation of Girls	0	0
Daman & Diu	2007	Importation of Girls	0	0
Delhi	2007	Importation of Girls	0	0
Goa	2007	Importation of Girls	0	0
Gujarat	2007	Importation of Girls	0	0
Haryana	2007	Importation of Girls	0	0
Himachal Pradesh	2007	Importation of Girls	0	0
Jammu & Kashmir	2007	Importation of Girls	0	0
Jharkhand	2007	Importation of Girls	0	0
Karnataka	2007	Importation of Girls	0	0
Kerala	2007	Importation of Girls	0	0
Lakshadweep	2007	Importation of Girls	0	0
Madhya Pradesh	2007	Importation of Girls	0	0
Maharashtra	2007	Importation of Girls	0	0
Manipur	2007	Importation of Girls	0	0
Meghalaya	2007	Importation of Girls	0	0
Mizoram	2007	Importation of Girls	0	0
Nagaland	2007	Importation of Girls	0	0
Odisha	2007	Importation of Girls	0	0
Puducherry	2007	Importation of Girls	0	0
Punjab	2007	Importation of Girls	0	0
Rajasthan	2007	Importation of Girls	0	0
Sikkim	2007	Importation of Girls	0	0
Tamil Nadu	2007	Importation of Girls	0	0
Tripura	2007	Importation of Girls	0	0
Uttar Pradesh	2007	Importation of Girls	0	0
Uttarakhand	2007	Importation of Girls	0	0
West Bengal	2007	Importation of Girls	0	5
Andaman & Nicobar Islands	2008	Importation of Girls	0	0
Andhra Pradesh	2008	Importation of Girls	0	0
Arunachal Pradesh	2008	Importation of Girls	0	0
Assam	2008	Importation of Girls	0	0
Bihar	2008	Importation of Girls	3	22
Chandigarh	2008	Importation of Girls	0	0
Chhattisgarh	2008	Importation of Girls	0	0
Dadra & Nagar Haveli	2008	Importation of Girls	0	0
Daman & Diu	2008	Importation of Girls	0	0
Delhi	2008	Importation of Girls	0	0
Goa	2008	Importation of Girls	0	0
Gujarat	2008	Importation of Girls	0	0
Haryana	2008	Importation of Girls	0	0
Himachal Pradesh	2008	Importation of Girls	0	0
Jammu & Kashmir	2008	Importation of Girls	0	0
Jharkhand	2008	Importation of Girls	4	39
Karnataka	2008	Importation of Girls	0	1
Kerala	2008	Importation of Girls	0	0
Lakshadweep	2008	Importation of Girls	0	0
Madhya Pradesh	2008	Importation of Girls	0	0
Maharashtra	2008	Importation of Girls	0	0
Manipur	2008	Importation of Girls	0	0
Meghalaya	2008	Importation of Girls	0	0
Mizoram	2008	Importation of Girls	0	0
Nagaland	2008	Importation of Girls	0	0
Odisha	2008	Importation of Girls	0	0
Puducherry	2008	Importation of Girls	0	0
Punjab	2008	Importation of Girls	0	0
Rajasthan	2008	Importation of Girls	0	0
Sikkim	2008	Importation of Girls	0	0
Tamil Nadu	2008	Importation of Girls	0	0
Tripura	2008	Importation of Girls	0	0
Uttar Pradesh	2008	Importation of Girls	0	0
Uttarakhand	2008	Importation of Girls	0	0
West Bengal	2008	Importation of Girls	1	5
Andaman & Nicobar Islands	2009	Importation of Girls	0	0
Andhra Pradesh	2009	Importation of Girls	0	0
Arunachal Pradesh	2009	Importation of Girls	0	0
Assam	2009	Importation of Girls	0	1
Bihar	2009	Importation of Girls	4	31
Chandigarh	2009	Importation of Girls	0	0
Chhattisgarh	2009	Importation of Girls	0	0
Dadra & Nagar Haveli	2009	Importation of Girls	0	0
Daman & Diu	2009	Importation of Girls	0	0
Delhi	2009	Importation of Girls	0	0
Goa	2009	Importation of Girls	0	0
Gujarat	2009	Importation of Girls	0	0
Haryana	2009	Importation of Girls	0	0
Himachal Pradesh	2009	Importation of Girls	0	0
Jammu & Kashmir	2009	Importation of Girls	0	0
Jharkhand	2009	Importation of Girls	2	6
Karnataka	2009	Importation of Girls	0	2
Kerala	2009	Importation of Girls	0	0
Lakshadweep	2009	Importation of Girls	0	0
Madhya Pradesh	2009	Importation of Girls	0	1
Maharashtra	2009	Importation of Girls	0	0
Manipur	2009	Importation of Girls	0	0
Meghalaya	2009	Importation of Girls	0	1
Mizoram	2009	Importation of Girls	0	0
Nagaland	2009	Importation of Girls	0	0
Odisha	2009	Importation of Girls	0	1
Puducherry	2009	Importation of Girls	0	0
Punjab	2009	Importation of Girls	0	0
Rajasthan	2009	Importation of Girls	0	0
Sikkim	2009	Importation of Girls	0	0
Tamil Nadu	2009	Importation of Girls	0	0
Tripura	2009	Importation of Girls	0	0
Uttar Pradesh	2009	Importation of Girls	0	0
Uttarakhand	2009	Importation of Girls	0	0
West Bengal	2009	Importation of Girls	0	5
Andaman & Nicobar Islands	2010	Importation of Girls	0	0
Andhra Pradesh	2010	Importation of Girls	0	0
Arunachal Pradesh	2010	Importation of Girls	0	0
Assam	2010	Importation of Girls	0	0
Bihar	2010	Importation of Girls	1	8
Chandigarh	2010	Importation of Girls	0	0
Chhattisgarh	2010	Importation of Girls	0	2
Dadra & Nagar Haveli	2010	Importation of Girls	0	0
Daman & Diu	2010	Importation of Girls	0	0
Delhi	2010	Importation of Girls	0	0
Goa	2010	Importation of Girls	0	0
Gujarat	2010	Importation of Girls	0	0
Haryana	2010	Importation of Girls	0	0
Himachal Pradesh	2010	Importation of Girls	0	0
Jammu & Kashmir	2010	Importation of Girls	0	0
Jharkhand	2010	Importation of Girls	3	8
Karnataka	2010	Importation of Girls	0	0
Kerala	2010	Importation of Girls	0	0
Lakshadweep	2010	Importation of Girls	0	0
Madhya Pradesh	2010	Importation of Girls	0	5
Maharashtra	2010	Importation of Girls	0	0
Manipur	2010	Importation of Girls	0	0
Meghalaya	2010	Importation of Girls	0	0
Mizoram	2010	Importation of Girls	0	0
Nagaland	2010	Importation of Girls	0	0
Odisha	2010	Importation of Girls	0	5
Puducherry	2010	Importation of Girls	0	0
Punjab	2010	Importation of Girls	0	0
Rajasthan	2010	Importation of Girls	0	0
Sikkim	2010	Importation of Girls	0	0
Tamil Nadu	2010	Importation of Girls	0	0
Tripura	2010	Importation of Girls	0	0
Uttar Pradesh	2010	Importation of Girls	0	0
Uttarakhand	2010	Importation of Girls	0	0
West Bengal	2010	Importation of Girls	0	8
Andaman & Nicobar Islands	2001	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2001	Immoral Traffic (Prevention) Act	0	388
Arunachal Pradesh	2001	Immoral Traffic (Prevention) Act	0	1
Assam	2001	Immoral Traffic (Prevention) Act	0	19
Bihar	2001	Immoral Traffic (Prevention) Act	0	54
Chandigarh	2001	Immoral Traffic (Prevention) Act	0	19
Chhattisgarh	2001	Immoral Traffic (Prevention) Act	0	14
Dadra & Nagar Haveli	2001	Immoral Traffic (Prevention) Act	0	0
Daman & Diu	2001	Immoral Traffic (Prevention) Act	0	0
Delhi	2001	Immoral Traffic (Prevention) Act	0	616
Goa	2001	Immoral Traffic (Prevention) Act	0	62
Gujarat	2001	Immoral Traffic (Prevention) Act	0	118
Haryana	2001	Immoral Traffic (Prevention) Act	0	30
Himachal Pradesh	2001	Immoral Traffic (Prevention) Act	0	1
Jammu & Kashmir	2001	Immoral Traffic (Prevention) Act	0	8
Jharkhand	2001	Immoral Traffic (Prevention) Act	0	9
Karnataka	2001	Immoral Traffic (Prevention) Act	1	708
Kerala	2001	Immoral Traffic (Prevention) Act	0	231
Lakshadweep	2001	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2001	Immoral Traffic (Prevention) Act	0	70
Maharashtra	2001	Immoral Traffic (Prevention) Act	1	1928
Manipur	2001	Immoral Traffic (Prevention) Act	0	3
Meghalaya	2001	Immoral Traffic (Prevention) Act	0	2
Mizoram	2001	Immoral Traffic (Prevention) Act	0	2
Nagaland	2001	Immoral Traffic (Prevention) Act	0	1
Odisha	2001	Immoral Traffic (Prevention) Act	0	55
Puducherry	2001	Immoral Traffic (Prevention) Act	0	9
Punjab	2001	Immoral Traffic (Prevention) Act	0	29
Rajasthan	2001	Immoral Traffic (Prevention) Act	0	305
Sikkim	2001	Immoral Traffic (Prevention) Act	0	0
Tamil Nadu	2001	Immoral Traffic (Prevention) Act	2	308
Tripura	2001	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2001	Immoral Traffic (Prevention) Act	0	124
Uttarakhand	2001	Immoral Traffic (Prevention) Act	0	3
West Bengal	2001	Immoral Traffic (Prevention) Act	0	61
Andaman & Nicobar Islands	2002	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2002	Immoral Traffic (Prevention) Act	0	407
Arunachal Pradesh	2002	Immoral Traffic (Prevention) Act	0	1
Assam	2002	Immoral Traffic (Prevention) Act	1	19
Bihar	2002	Immoral Traffic (Prevention) Act	0	81
Chandigarh	2002	Immoral Traffic (Prevention) Act	0	22
Chhattisgarh	2002	Immoral Traffic (Prevention) Act	0	19
Dadra & Nagar Haveli	2002	Immoral Traffic (Prevention) Act	0	0
Daman & Diu	2002	Immoral Traffic (Prevention) Act	0	3
Delhi	2002	Immoral Traffic (Prevention) Act	0	665
Goa	2002	Immoral Traffic (Prevention) Act	0	24
Gujarat	2002	Immoral Traffic (Prevention) Act	0	177
Haryana	2002	Immoral Traffic (Prevention) Act	0	42
Himachal Pradesh	2002	Immoral Traffic (Prevention) Act	1	2
Jammu & Kashmir	2002	Immoral Traffic (Prevention) Act	0	9
Jharkhand	2002	Immoral Traffic (Prevention) Act	0	14
Karnataka	2002	Immoral Traffic (Prevention) Act	2	674
Kerala	2002	Immoral Traffic (Prevention) Act	4	276
Lakshadweep	2002	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2002	Immoral Traffic (Prevention) Act	0	52
Maharashtra	2002	Immoral Traffic (Prevention) Act	4	2071
Manipur	2002	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2002	Immoral Traffic (Prevention) Act	0	2
Mizoram	2002	Immoral Traffic (Prevention) Act	0	0
Nagaland	2002	Immoral Traffic (Prevention) Act	0	1
Odisha	2002	Immoral Traffic (Prevention) Act	0	68
Puducherry	2002	Immoral Traffic (Prevention) Act	0	5
Punjab	2002	Immoral Traffic (Prevention) Act	0	43
Rajasthan	2002	Immoral Traffic (Prevention) Act	0	325
Sikkim	2002	Immoral Traffic (Prevention) Act	0	0
Tamil Nadu	2002	Immoral Traffic (Prevention) Act	3	459
Tripura	2002	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2002	Immoral Traffic (Prevention) Act	0	103
Uttarakhand	2002	Immoral Traffic (Prevention) Act	0	0
West Bengal	2002	Immoral Traffic (Prevention) Act	0	110
Andaman & Nicobar Islands	2003	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2003	Immoral Traffic (Prevention) Act	4	498
Arunachal Pradesh	2003	Immoral Traffic (Prevention) Act	0	1
Assam	2003	Immoral Traffic (Prevention) Act	0	19
Bihar	2003	Immoral Traffic (Prevention) Act	0	74
Chandigarh	2003	Immoral Traffic (Prevention) Act	0	26
Chhattisgarh	2003	Immoral Traffic (Prevention) Act	0	25
Dadra & Nagar Haveli	2003	Immoral Traffic (Prevention) Act	0	0
Daman & Diu	2003	Immoral Traffic (Prevention) Act	0	0
Delhi	2003	Immoral Traffic (Prevention) Act	0	668
Goa	2003	Immoral Traffic (Prevention) Act	0	15
Gujarat	2003	Immoral Traffic (Prevention) Act	0	230
Haryana	2003	Immoral Traffic (Prevention) Act	0	66
Himachal Pradesh	2003	Immoral Traffic (Prevention) Act	0	3
Jammu & Kashmir	2003	Immoral Traffic (Prevention) Act	0	13
Jharkhand	2003	Immoral Traffic (Prevention) Act	0	14
Karnataka	2003	Immoral Traffic (Prevention) Act	2	712
Kerala	2003	Immoral Traffic (Prevention) Act	6	339
Lakshadweep	2003	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2003	Immoral Traffic (Prevention) Act	0	58
Maharashtra	2003	Immoral Traffic (Prevention) Act	1	2142
Manipur	2003	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2003	Immoral Traffic (Prevention) Act	0	1
Mizoram	2003	Immoral Traffic (Prevention) Act	0	0
Nagaland	2003	Immoral Traffic (Prevention) Act	0	3
Odisha	2003	Immoral Traffic (Prevention) Act	0	71
Puducherry	2003	Immoral Traffic (Prevention) Act	0	3
Punjab	2003	Immoral Traffic (Prevention) Act	0	67
Rajasthan	2003	Immoral Traffic (Prevention) Act	0	338
Sikkim	2003	Immoral Traffic (Prevention) Act	0	0
Tamil Nadu	2003	Immoral Traffic (Prevention) Act	0	477
Tripura	2003	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2003	Immoral Traffic (Prevention) Act	0	120
Uttarakhand	2003	Immoral Traffic (Prevention) Act	0	0
West Bengal	2003	Immoral Traffic (Prevention) Act	0	120
Andaman & Nicobar Islands	2004	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2004	Immoral Traffic (Prevention) Act	0	551
Arunachal Pradesh	2004	Immoral Traffic (Prevention) Act	0	1
Assam	2004	Immoral Traffic (Prevention) Act	0	28
Bihar	2004	Immoral Traffic (Prevention) Act	0	73
Chandigarh	2004	Immoral Traffic (Prevention) Act	0	28
Chhattisgarh	2004	Immoral Traffic (Prevention) Act	0	28
Dadra & Nagar Haveli	2004	Immoral Traffic (Prevention) Act	0	0
Daman & Diu	2004	Immoral Traffic (Prevention) Act	0	3
Delhi	2004	Immoral Traffic (Prevention) Act	0	658
Goa	2004	Immoral Traffic (Prevention) Act	0	14
Gujarat	2004	Immoral Traffic (Prevention) Act	0	302
Haryana	2004	Immoral Traffic (Prevention) Act	0	123
Himachal Pradesh	2004	Immoral Traffic (Prevention) Act	0	9
Jammu & Kashmir	2004	Immoral Traffic (Prevention) Act	0	13
Jharkhand	2004	Immoral Traffic (Prevention) Act	0	19
Karnataka	2004	Immoral Traffic (Prevention) Act	0	770
Kerala	2004	Immoral Traffic (Prevention) Act	8	377
Lakshadweep	2004	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2004	Immoral Traffic (Prevention) Act	0	76
Maharashtra	2004	Immoral Traffic (Prevention) Act	26	2226
Manipur	2004	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2004	Immoral Traffic (Prevention) Act	0	1
Mizoram	2004	Immoral Traffic (Prevention) Act	0	0
Nagaland	2004	Immoral Traffic (Prevention) Act	0	3
Odisha	2004	Immoral Traffic (Prevention) Act	0	68
Puducherry	2004	Immoral Traffic (Prevention) Act	0	4
Punjab	2004	Immoral Traffic (Prevention) Act	0	94
Rajasthan	2004	Immoral Traffic (Prevention) Act	0	352
Sikkim	2004	Immoral Traffic (Prevention) Act	0	0
Tamil Nadu	2004	Immoral Traffic (Prevention) Act	0	526
Tripura	2004	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2004	Immoral Traffic (Prevention) Act	0	124
Uttarakhand	2004	Immoral Traffic (Prevention) Act	0	0
West Bengal	2004	Immoral Traffic (Prevention) Act	0	132
Andaman & Nicobar Islands	2005	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2005	Immoral Traffic (Prevention) Act	1	653
Arunachal Pradesh	2005	Immoral Traffic (Prevention) Act	0	1
Assam	2005	Immoral Traffic (Prevention) Act	0	28
Bihar	2005	Immoral Traffic (Prevention) Act	0	80
Chandigarh	2005	Immoral Traffic (Prevention) Act	0	35
Chhattisgarh	2005	Immoral Traffic (Prevention) Act	0	37
Dadra & Nagar Haveli	2005	Immoral Traffic (Prevention) Act	0	2
Daman & Diu	2005	Immoral Traffic (Prevention) Act	0	4
Delhi	2005	Immoral Traffic (Prevention) Act	0	469
Goa	2005	Immoral Traffic (Prevention) Act	0	20
Gujarat	2005	Immoral Traffic (Prevention) Act	0	330
Haryana	2005	Immoral Traffic (Prevention) Act	0	137
Himachal Pradesh	2005	Immoral Traffic (Prevention) Act	0	9
Jammu & Kashmir	2005	Immoral Traffic (Prevention) Act	0	16
Jharkhand	2005	Immoral Traffic (Prevention) Act	0	22
Karnataka	2005	Immoral Traffic (Prevention) Act	3	779
Kerala	2005	Immoral Traffic (Prevention) Act	3	424
Lakshadweep	2005	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2005	Immoral Traffic (Prevention) Act	0	89
Maharashtra	2005	Immoral Traffic (Prevention) Act	4	2313
Manipur	2005	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2005	Immoral Traffic (Prevention) Act	0	1
Mizoram	2005	Immoral Traffic (Prevention) Act	0	1
Nagaland	2005	Immoral Traffic (Prevention) Act	0	1
Odisha	2005	Immoral Traffic (Prevention) Act	0	66
Puducherry	2005	Immoral Traffic (Prevention) Act	0	2
Punjab	2005	Immoral Traffic (Prevention) Act	0	101
Rajasthan	2005	Immoral Traffic (Prevention) Act	0	363
Sikkim	2005	Immoral Traffic (Prevention) Act	0	0
Tamil Nadu	2005	Immoral Traffic (Prevention) Act	13	674
Tripura	2005	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2005	Immoral Traffic (Prevention) Act	0	122
Uttarakhand	2005	Immoral Traffic (Prevention) Act	0	4
West Bengal	2005	Immoral Traffic (Prevention) Act	0	157
Andaman & Nicobar Islands	2006	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2006	Immoral Traffic (Prevention) Act	0	773
Arunachal Pradesh	2006	Immoral Traffic (Prevention) Act	0	1
Assam	2006	Immoral Traffic (Prevention) Act	2	27
Bihar	2006	Immoral Traffic (Prevention) Act	0	83
Chandigarh	2006	Immoral Traffic (Prevention) Act	0	39
Chhattisgarh	2006	Immoral Traffic (Prevention) Act	9	34
Dadra & Nagar Haveli	2006	Immoral Traffic (Prevention) Act	0	2
Daman & Diu	2006	Immoral Traffic (Prevention) Act	0	5
Delhi	2006	Immoral Traffic (Prevention) Act	0	404
Goa	2006	Immoral Traffic (Prevention) Act	0	20
Gujarat	2006	Immoral Traffic (Prevention) Act	0	380
Haryana	2006	Immoral Traffic (Prevention) Act	0	204
Himachal Pradesh	2006	Immoral Traffic (Prevention) Act	0	14
Jammu & Kashmir	2006	Immoral Traffic (Prevention) Act	0	18
Jharkhand	2006	Immoral Traffic (Prevention) Act	0	25
Karnataka	2006	Immoral Traffic (Prevention) Act	1	926
Kerala	2006	Immoral Traffic (Prevention) Act	2	522
Lakshadweep	2006	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2006	Immoral Traffic (Prevention) Act	0	95
Maharashtra	2006	Immoral Traffic (Prevention) Act	6	2395
Manipur	2006	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2006	Immoral Traffic (Prevention) Act	0	1
Mizoram	2006	Immoral Traffic (Prevention) Act	0	1
Nagaland	2006	Immoral Traffic (Prevention) Act	0	4
Odisha	2006	Immoral Traffic (Prevention) Act	0	76
Puducherry	2006	Immoral Traffic (Prevention) Act	0	0
Punjab	2006	Immoral Traffic (Prevention) Act	0	123
Rajasthan	2006	Immoral Traffic (Prevention) Act	0	418
Sikkim	2006	Immoral Traffic (Prevention) Act	0	0
Tamil Nadu	2006	Immoral Traffic (Prevention) Act	0	577
Tripura	2006	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2006	Immoral Traffic (Prevention) Act	0	108
Uttarakhand	2006	Immoral Traffic (Prevention) Act	0	2
West Bengal	2006	Immoral Traffic (Prevention) Act	0	186
Andaman & Nicobar Islands	2007	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2007	Immoral Traffic (Prevention) Act	1	943
Arunachal Pradesh	2007	Immoral Traffic (Prevention) Act	0	1
Assam	2007	Immoral Traffic (Prevention) Act	0	31
Bihar	2007	Immoral Traffic (Prevention) Act	0	93
Chandigarh	2007	Immoral Traffic (Prevention) Act	0	43
Chhattisgarh	2007	Immoral Traffic (Prevention) Act	0	30
Dadra & Nagar Haveli	2007	Immoral Traffic (Prevention) Act	0	2
Daman & Diu	2007	Immoral Traffic (Prevention) Act	0	6
Delhi	2007	Immoral Traffic (Prevention) Act	0	439
Goa	2007	Immoral Traffic (Prevention) Act	0	17
Gujarat	2007	Immoral Traffic (Prevention) Act	0	438
Haryana	2007	Immoral Traffic (Prevention) Act	0	255
Himachal Pradesh	2007	Immoral Traffic (Prevention) Act	1	14
Jammu & Kashmir	2007	Immoral Traffic (Prevention) Act	0	22
Jharkhand	2007	Immoral Traffic (Prevention) Act	0	32
Karnataka	2007	Immoral Traffic (Prevention) Act	0	1110
Kerala	2007	Immoral Traffic (Prevention) Act	0	619
Lakshadweep	2007	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2007	Immoral Traffic (Prevention) Act	0	93
Maharashtra	2007	Immoral Traffic (Prevention) Act	1	2564
Manipur	2007	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2007	Immoral Traffic (Prevention) Act	0	0
Mizoram	2007	Immoral Traffic (Prevention) Act	0	0
Nagaland	2007	Immoral Traffic (Prevention) Act	0	4
Odisha	2007	Immoral Traffic (Prevention) Act	0	97
Puducherry	2007	Immoral Traffic (Prevention) Act	0	5
Punjab	2007	Immoral Traffic (Prevention) Act	0	142
Rajasthan	2007	Immoral Traffic (Prevention) Act	0	495
Sikkim	2007	Immoral Traffic (Prevention) Act	0	1
Tamil Nadu	2007	Immoral Traffic (Prevention) Act	0	546
Tripura	2007	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2007	Immoral Traffic (Prevention) Act	0	146
Uttarakhand	2007	Immoral Traffic (Prevention) Act	0	5
West Bengal	2007	Immoral Traffic (Prevention) Act	0	150
Andaman & Nicobar Islands	2008	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2008	Immoral Traffic (Prevention) Act	0	1094
Arunachal Pradesh	2008	Immoral Traffic (Prevention) Act	0	1
Assam	2008	Immoral Traffic (Prevention) Act	0	41
Bihar	2008	Immoral Traffic (Prevention) Act	0	101
Chandigarh	2008	Immoral Traffic (Prevention) Act	0	47
Chhattisgarh	2008	Immoral Traffic (Prevention) Act	0	39
Dadra & Nagar Haveli	2008	Immoral Traffic (Prevention) Act	0	2
Daman & Diu	2008	Immoral Traffic (Prevention) Act	0	4
Delhi	2008	Immoral Traffic (Prevention) Act	0	408
Goa	2008	Immoral Traffic (Prevention) Act	0	21
Gujarat	2008	Immoral Traffic (Prevention) Act	0	479
Haryana	2008	Immoral Traffic (Prevention) Act	0	319
Himachal Pradesh	2008	Immoral Traffic (Prevention) Act	0	13
Jammu & Kashmir	2008	Immoral Traffic (Prevention) Act	0	23
Jharkhand	2008	Immoral Traffic (Prevention) Act	0	39
Karnataka	2008	Immoral Traffic (Prevention) Act	0	1188
Kerala	2008	Immoral Traffic (Prevention) Act	23	723
Lakshadweep	2008	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2008	Immoral Traffic (Prevention) Act	0	91
Maharashtra	2008	Immoral Traffic (Prevention) Act	2	2809
Manipur	2008	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2008	Immoral Traffic (Prevention) Act	0	1
Mizoram	2008	Immoral Traffic (Prevention) Act	0	0
Nagaland	2008	Immoral Traffic (Prevention) Act	0	2
Odisha	2008	Immoral Traffic (Prevention) Act	0	117
Puducherry	2008	Immoral Traffic (Prevention) Act	0	4
Punjab	2008	Immoral Traffic (Prevention) Act	0	151
Rajasthan	2008	Immoral Traffic (Prevention) Act	0	558
Sikkim	2008	Immoral Traffic (Prevention) Act	0	2
Tamil Nadu	2008	Immoral Traffic (Prevention) Act	0	658
Tripura	2008	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2008	Immoral Traffic (Prevention) Act	0	159
Uttarakhand	2008	Immoral Traffic (Prevention) Act	0	11
West Bengal	2008	Immoral Traffic (Prevention) Act	0	130
Andaman & Nicobar Islands	2009	Immoral Traffic (Prevention) Act	0	6
Andhra Pradesh	2009	Immoral Traffic (Prevention) Act	1	1194
Arunachal Pradesh	2009	Immoral Traffic (Prevention) Act	0	1
Assam	2009	Immoral Traffic (Prevention) Act	0	49
Bihar	2009	Immoral Traffic (Prevention) Act	0	104
Chandigarh	2009	Immoral Traffic (Prevention) Act	0	42
Chhattisgarh	2009	Immoral Traffic (Prevention) Act	2	41
Dadra & Nagar Haveli	2009	Immoral Traffic (Prevention) Act	0	6
Daman & Diu	2009	Immoral Traffic (Prevention) Act	0	9
Delhi	2009	Immoral Traffic (Prevention) Act	0	412
Goa	2009	Immoral Traffic (Prevention) Act	0	20
Gujarat	2009	Immoral Traffic (Prevention) Act	0	512
Haryana	2009	Immoral Traffic (Prevention) Act	0	365
Himachal Pradesh	2009	Immoral Traffic (Prevention) Act	0	10
Jammu & Kashmir	2009	Immoral Traffic (Prevention) Act	0	26
Jharkhand	2009	Immoral Traffic (Prevention) Act	0	39
Karnataka	2009	Immoral Traffic (Prevention) Act	4	1266
Kerala	2009	Immoral Traffic (Prevention) Act	33	669
Lakshadweep	2009	Immoral Traffic (Prevention) Act	0	0
Madhya Pradesh	2009	Immoral Traffic (Prevention) Act	0	93
Maharashtra	2009	Immoral Traffic (Prevention) Act	0	2885
Manipur	2009	Immoral Traffic (Prevention) Act	0	0
Meghalaya	2009	Immoral Traffic (Prevention) Act	0	2
Mizoram	2009	Immoral Traffic (Prevention) Act	0	1
Nagaland	2009	Immoral Traffic (Prevention) Act	0	2
Odisha	2009	Immoral Traffic (Prevention) Act	0	124
Puducherry	2009	Immoral Traffic (Prevention) Act	0	6
Punjab	2009	Immoral Traffic (Prevention) Act	0	155
Rajasthan	2009	Immoral Traffic (Prevention) Act	0	497
Sikkim	2009	Immoral Traffic (Prevention) Act	0	2
Tamil Nadu	2009	Immoral Traffic (Prevention) Act	0	515
Tripura	2009	Immoral Traffic (Prevention) Act	0	0
Uttar Pradesh	2009	Immoral Traffic (Prevention) Act	0	160
Uttarakhand	2009	Immoral Traffic (Prevention) Act	0	11
West Bengal	2009	Immoral Traffic (Prevention) Act	0	130
Andaman & Nicobar Islands	2010	Immoral Traffic (Prevention) Act	0	5
Andhra Pradesh	2010	Immoral Traffic (Prevention) Act	33	1023
Arunachal Pradesh	2010	Immoral Traffic (Prevention) Act	0	1
Assam	2010	Immoral Traffic (Prevention) Act	0	59
Bihar	2010	Immoral Traffic (Prevention) Act	0	102
Chandigarh	2010	Immoral Traffic (Prevention) Act	0	39
